sales_id,customer_id ,product_id,sale_date,quantity,price,total_amount
CA-2011-101560,CS-12250,OFF-PA-10001363,11/28/2011,7,85.96,601.72
CA-2011-101560,CS-12250,OFF-AR-10004757,11/28/2011,4,13.12,52.48
CA-2011-101560,CS-12250,OFF-BI-10000309,11/28/2011,3,45.66,136.98
CA-2011-159709,AI-10855,OFF-EN-10001434,5/10/2011,3,158.13,474.39
CA-2011-159709,AI-10855,TEC-PH-10003988,5/10/2011,5,43.6,218
CA-2013-103982,AA-10315,OFF-SU-10000151,3/4/2013,3,3930.072,11790.216
CA-2013-103982,AA-10315,OFF-FA-10001332,3/4/2013,1,2.304,2.304
CA-2013-103982,AA-10315,TEC-PH-10000895,3/4/2013,3,431.976,1295.928
CA-2013-103982,AA-10315,TEC-AC-10002857,3/4/2013,7,41.72,292.04
CA-2012-142454,RE-19450,FUR-FU-10004018,8/15/2012,7,104.23,729.61
CA-2012-142454,RE-19450,OFF-ST-10003638,8/15/2012,3,70.26,210.78
CA-2012-102015,TM-21010,OFF-AR-10004685,9/12/2012,2,9.26,18.52
CA-2012-102015,TM-21010,OFF-ST-10001713,9/12/2012,2,105.98,211.96
CA-2012-102015,TM-21010,OFF-FA-10000490,9/12/2012,1,1.24,1.24
CA-2012-102015,TM-21010,OFF-LA-10002043,9/12/2012,2,20.7,41.4
CA-2012-102015,TM-21010,OFF-PA-10002464,9/12/2012,5,28.9,144.5
CA-2012-102015,TM-21010,OFF-EN-10002504,9/12/2012,1,27.18,27.18
CA-2012-156755,YS-21880,OFF-ST-10002615,1/12/2012,3,465.18,1395.54
CA-2012-130876,AZ-10750,OFF-ST-10004258,5/12/2012,3,36.63,109.89
CA-2013-145898,CM-12445,OFF-ST-10004507,9/27/2013,3,51.45,154.35
CA-2013-145898,CM-12445,OFF-LA-10000262,9/27/2013,3,7.83,23.49
CA-2013-145898,CM-12445,OFF-AR-10002445,9/27/2013,5,35.4,177
CA-2013-145898,CM-12445,OFF-PA-10001667,9/27/2013,5,29.9,149.5
US-2014-159562,JB-16000,OFF-EN-10000461,9/10/2014,2,17.48,34.96
CA-2014-134635,NS-18640,OFF-PA-10002254,4/16/2014,3,79.14,237.42
CA-2014-167080,LC-16930,OFF-AR-10001868,6/11/2014,5,8.4,42
CA-2014-145653,CA-12775,FUR-CH-10004875,9/2/2014,7,498.26,3487.82
CA-2011-140487,SR-20425,FUR-BO-10000711,6/14/2011,3,212.94,638.82
CA-2014-117401,PP-18955,OFF-AP-10000938,5/19/2014,7,706.86,4948.02
CA-2014-117401,PP-18955,TEC-PH-10003555,5/19/2014,5,114.95,574.75
CA-2014-117401,PP-18955,OFF-BI-10001267,5/19/2014,7,43.19,302.33
US-2014-109582,JM-15865,OFF-PA-10004071,9/13/2014,3,166.44,499.32
CA-2013-119865,AS-10090,OFF-BI-10001553,6/22/2013,5,36.56,182.8
CA-2013-119865,AS-10090,OFF-BI-10003007,6/22/2013,6,186.144,1116.864
CA-2013-119865,AS-10090,FUR-BO-10003272,6/22/2013,2,353.568,707.136
US-2011-147648,LS-16975,OFF-PA-10001033,11/26/2011,2,81.98,163.96
CA-2014-124436,SA-20830,OFF-BI-10001553,3/20/2014,2,14.624,29.248
CA-2014-124436,SA-20830,FUR-TA-10001095,3/20/2014,5,697.16,3485.8
CA-2014-124436,SA-20830,FUR-FU-10001185,3/20/2014,1,30.93,30.93
CA-2014-124436,SA-20830,OFF-BI-10000343,3/20/2014,7,27.496,192.472
CA-2011-115084,LS-17200,FUR-CH-10004626,10/18/2011,6,605.34,3632.04
CA-2014-131037,TM-21490,FUR-TA-10001768,8/23/2014,1,210.008,210.008
CA-2013-111143,TT-21265,OFF-AP-10001947,11/20/2013,3,54.96,164.88
CA-2011-166744,DN-13690,FUR-FU-10004952,9/20/2011,3,164.22,492.66
CA-2011-166744,DN-13690,FUR-BO-10001337,9/20/2011,3,362.94,1088.82
CA-2011-166744,DN-13690,TEC-AC-10003628,9/20/2011,2,59.98,119.96
CA-2013-116561,EB-14110,OFF-ST-10004186,9/12/2013,3,332.94,998.82
CA-2013-116561,EB-14110,OFF-BI-10001658,9/12/2013,2,39.872,79.744
CA-2013-110730,CM-11815,OFF-SU-10004737,9/24/2013,2,13.68,27.36
CA-2014-146367,HM-14860,OFF-BI-10002827,8/5/2014,3,3.318,9.954
CA-2013-149454,KM-16375,OFF-BI-10003694,7/26/2013,1,10.44,10.44
CA-2013-156265,BF-11020,FUR-TA-10001691,8/3/2013,2,136.464,272.928
CA-2013-156265,BF-11020,TEC-PH-10001918,8/3/2013,3,333.576,1000.728
CA-2013-156265,BF-11020,OFF-BI-10000285,8/3/2013,2,12.544,25.088
US-2012-168914,JE-15745,OFF-AP-10000358,5/21/2012,8,20.768,166.144
US-2014-110989,EJ-14155,TEC-AC-10002345,11/4/2014,3,43.5,130.5
CA-2012-106215,BN-11470,OFF-FA-10001229,4/16/2012,4,12.576,50.304
US-2013-169369,EC-14050,TEC-AC-10001314,12/13/2013,5,249.95,1249.75
US-2013-169369,EC-14050,OFF-PA-10004438,12/13/2013,4,49.12,196.48
CA-2012-132318,TT-21220,OFF-AP-10000026,10/30/2012,3,182.91,548.73
US-2011-131982,NP-18685,OFF-BI-10004224,3/7/2011,2,107.648,215.296
CA-2012-125185,AH-10195,FUR-CH-10002647,3/5/2012,2,99.372,198.744
CA-2012-125185,AH-10195,FUR-FU-10003247,3/5/2012,2,33.568,67.136
CA-2013-130078,CC-12145,OFF-PA-10003270,8/9/2013,2,10.56,21.12
US-2014-114034,DL-13315,OFF-PA-10004735,1/4/2014,6,38.88,233.28
US-2014-115595,XP-21865,OFF-PA-10001745,10/10/2014,5,35.2,176
CA-2014-158722,MA-17560,OFF-PA-10000176,10/21/2014,3,45.528,136.584
CA-2011-105165,SZ-20035,TEC-PH-10000675,9/7/2011,3,196.776,590.328
CA-2011-105165,SZ-20035,OFF-BI-10000050,9/7/2011,2,2.92,5.84
CA-2011-105165,SZ-20035,FUR-TA-10004154,9/7/2011,1,200.795,200.795
CA-2011-105165,SZ-20035,TEC-AC-10002718,9/7/2011,4,46.688,186.752
CA-2011-105165,SZ-20035,OFF-AR-10003179,9/7/2011,3,21.864,65.592
CA-2014-147452,CS-11845,OFF-PA-10001838,10/1/2014,2,11.76,23.52
CA-2014-147452,CS-11845,OFF-PA-10004039,10/1/2014,3,167.94,503.82
CA-2014-147452,CS-11845,OFF-AP-10001626,10/1/2014,1,3.89,3.89
US-2014-114657,MH-18115,TEC-MA-10003173,11/17/2014,4,52.44,209.76
CA-2014-144484,CB-12025,FUR-FU-10000260,9/12/2014,4,32.36,129.44
CA-2014-144484,CB-12025,OFF-AP-10004487,9/12/2014,5,406.6,2033
CA-2014-125913,JO-15145,FUR-FU-10001487,1/17/2014,4,27.92,111.68
CA-2014-125913,JO-15145,FUR-TA-10001520,1/17/2014,7,399.672,2797.704
US-2013-158309,PA-19060,OFF-BI-10000145,11/27/2013,4,3.744,14.976
CA-2012-162887,SV-20785,FUR-CH-10000595,11/7/2012,3,715.2,2145.6
CA-2014-147333,KL-16555,TEC-AC-10004469,12/15/2014,4,159.8,639.2
CA-2014-147333,KL-16555,TEC-AC-10003038,12/15/2014,5,44.75,223.75
CA-2011-113859,BC-11125,FUR-CH-10004698,9/13/2011,6,340.116,2040.696
CA-2011-159681,PO-18850,OFF-PA-10003641,12/7/2011,4,105.52,422.08
US-2014-104094,AG-10675,TEC-AC-10002134,9/8/2014,1,13.48,13.48
CA-2014-152709,DB-13210,OFF-ST-10001837,10/8/2014,2,85.52,171.04
CA-2012-105158,SP-20860,FUR-FU-10001706,9/5/2012,2,6.16,12.32
CA-2012-105158,SP-20860,OFF-PA-10001970,9/5/2012,3,36.84,110.52
CA-2011-133424,Dl-13600,OFF-ST-10002957,3/30/2011,3,15.84,47.52
CA-2011-133424,Dl-13600,OFF-LA-10002312,3/30/2011,3,44.4,133.2
CA-2014-105991,LH-17020,OFF-EN-10002600,5/6/2014,9,21.24,191.16
CA-2014-105991,LH-17020,OFF-BI-10003274,5/6/2014,8,9.552,76.416
CA-2014-105991,LH-17020,FUR-BO-10004467,5/6/2014,3,89.991,269.973
US-2014-136784,AD-10180,OFF-PA-10000675,5/1/2014,4,163.96,655.84
CA-2011-146283,KT-16465,OFF-PA-10002259,9/8/2011,2,17.904,35.808
CA-2011-146283,KT-16465,FUR-CH-10004287,9/8/2011,5,966.7,4833.5
CA-2011-146283,KT-16465,OFF-PA-10000482,9/8/2011,6,182.112,1092.672
CA-2014-151218,PJ-19015,OFF-ST-10004835,6/21/2014,1,4.464,4.464
CA-2012-111073,MC-18100,FUR-TA-10004086,12/26/2012,1,51.588,51.588
CA-2014-144883,BO-11350,OFF-LA-10000305,8/16/2014,8,50.4,403.2
CA-2014-142174,DP-13000,OFF-PA-10000806,3/5/2014,2,89.568,179.136
CA-2014-108791,TM-21490,FUR-FU-10004018,7/28/2014,1,14.89,14.89
CA-2014-108791,TM-21490,TEC-PH-10002660,7/28/2014,8,543.92,4351.36
CA-2013-106656,DV-13045,OFF-EN-10001509,9/24/2013,2,4.08,8.16
CA-2013-106656,DV-13045,OFF-LA-10003148,9/24/2013,3,18.9,56.7
CA-2013-113831,AH-10690,FUR-TA-10002645,5/31/2013,10,2275.5,22755
CA-2013-113831,AH-10690,TEC-AC-10003033,5/31/2013,6,1979.7,11878.2
CA-2013-113831,AH-10690,OFF-LA-10001297,5/31/2013,6,62.1,372.6
US-2011-139500,AB-10165,FUR-CH-10002017,11/16/2011,2,37.296,74.592
US-2011-166310,JS-15940,FUR-FU-10001546,9/21/2011,2,8.544,17.088
US-2013-168410,BV-11245,FUR-FU-10000629,2/21/2013,5,68.95,344.75
US-2013-168410,BV-11245,OFF-ST-10000036,2/21/2013,3,296.37,889.11
US-2013-168410,BV-11245,TEC-PH-10002583,2/21/2013,2,39.98,79.96
CA-2014-131254,NC-18415,FUR-CH-10003774,11/20/2014,3,191.058,573.174
CA-2014-131254,NC-18415,OFF-AR-10003876,11/20/2014,5,13.04,65.2
CA-2014-131254,NC-18415,OFF-BI-10003527,11/20/2014,6,1525.188,9151.128
CA-2013-123414,SU-20665,OFF-LA-10004559,8/22/2013,4,9.216,36.864
CA-2013-123414,SU-20665,OFF-SU-10002573,8/22/2013,2,28.048,56.096
CA-2014-137876,DJ-13510,FUR-FU-10000222,5/1/2014,2,64.96,129.92
CA-2014-137876,DJ-13510,OFF-EN-10001219,5/1/2014,4,30.56,122.24
CA-2013-154060,DL-12865,FUR-CH-10002304,5/3/2013,9,187.056,1683.504
US-2014-162558,Dp-13240,FUR-FU-10002364,10/3/2014,2,11.808,23.616
US-2014-162558,Dp-13240,FUR-FU-10004864,10/3/2014,1,9.656,9.656
US-2014-162558,Dp-13240,OFF-PA-10003172,10/3/2014,4,20.736,82.944
US-2014-162558,Dp-13240,OFF-BI-10000977,10/3/2014,3,27.36,82.08
US-2014-162558,Dp-13240,FUR-TA-10000198,10/3/2014,7,2314.116,16198.812
US-2014-162558,Dp-13240,OFF-BI-10003984,10/3/2014,4,34.236,136.944
US-2014-162558,Dp-13240,FUR-FU-10003691,10/3/2014,2,19.76,39.52
CA-2014-134439,TM-21010,OFF-PA-10004082,9/19/2014,2,15.96,31.92
CA-2012-119508,TZ-21580,OFF-AR-10003723,12/4/2012,5,16.9,84.5
CA-2012-119508,TZ-21580,FUR-FU-10004270,12/4/2012,6,25.08,150.48
CA-2012-152681,SC-20260,OFF-AR-10003183,1/17/2012,2,6.68,13.36
CA-2011-130813,LS-17230,OFF-PA-10002005,1/7/2011,3,19.44,58.32
CA-2012-120320,MV-18190,TEC-PH-10000149,3/5/2012,2,31.92,63.84
CA-2013-111941,BD-11620,OFF-BI-10001524,12/26/2013,2,33.568,67.136
CA-2013-123120,CV-12295,FUR-FU-10004748,9/5/2013,1,63.94,63.94
CA-2013-123120,CV-12295,OFF-BI-10001460,9/5/2013,5,60.6,303
CA-2013-123120,CV-12295,OFF-SU-10002503,9/5/2013,4,22.72,90.88
CA-2011-103331,KB-16315,FUR-FU-10001731,8/26/2011,4,10.68,42.72
CA-2011-103331,KB-16315,OFF-PA-10002160,8/26/2011,3,17.34,52.02
CA-2011-103331,KB-16315,OFF-PA-10002659,8/26/2011,1,3.38,3.38
CA-2012-169278,ME-18010,OFF-BI-10001636,5/21/2012,4,26.976,107.904
CA-2014-111577,AJ-10780,OFF-PA-10000062,10/17/2014,7,307.776,2154.432
CA-2012-146486,DV-13465,OFF-ST-10002554,11/9/2012,5,244.55,1222.75
CA-2012-146486,DV-13465,OFF-EN-10001509,11/9/2012,6,12.24,73.44
CA-2012-146486,DV-13465,TEC-AC-10002018,11/9/2012,2,13.98,27.96
CA-2012-146486,DV-13465,TEC-AC-10002637,11/9/2012,5,899.95,4499.75
US-2011-168501,JK-15325,OFF-EN-10001509,11/21/2011,1,1.632,1.632
US-2011-168501,JK-15325,TEC-PH-10004922,11/21/2011,5,267.96,1339.8
CA-2012-112053,SH-20395,TEC-AC-10002550,10/11/2012,1,31.95,31.95
CA-2014-108539,SC-20725,OFF-ST-10003208,3/22/2014,4,725.84,2903.36
CA-2014-108539,SC-20725,OFF-BI-10003981,3/22/2014,3,10.896,32.688
CA-2014-108539,SC-20725,OFF-BI-10001031,3/22/2014,2,8.544,17.088
CA-2012-149811,CS-12250,OFF-BI-10003676,1/4/2012,3,32.34,97.02
CA-2012-149811,CS-12250,OFF-PA-10004082,1/4/2012,5,39.9,199.5
US-2014-103814,LH-16900,OFF-PA-10001019,12/10/2014,9,143.856,1294.704
CA-2013-123932,YC-21895,OFF-PA-10004665,9/7/2013,4,41.92,167.68
CA-2013-123932,YC-21895,TEC-PH-10002447,9/7/2013,2,329.584,659.168
US-2013-101616,CY-12745,OFF-BI-10000014,9/4/2013,8,87.28,698.24
CA-2011-113768,AH-10030,FUR-CH-10002439,5/13/2011,6,279.456,1676.736
CA-2011-113768,AH-10030,OFF-PA-10003063,5/13/2011,2,8,16
CA-2013-138037,AR-10540,OFF-BI-10002982,9/30/2013,5,27.24,136.2
CA-2011-150490,SS-20590,TEC-AC-10004510,8/5/2011,1,16.36,16.36
CA-2011-150490,SS-20590,OFF-ST-10000321,8/5/2011,2,15.78,31.56
CA-2011-150490,SS-20590,OFF-AR-10004602,8/5/2011,2,45.98,91.96
US-2014-126060,DW-13585,FUR-BO-10003433,4/15/2014,8,198.272,1586.176
CA-2014-100951,NC-18625,OFF-ST-10001496,6/10/2014,5,720.76,3603.8
CA-2013-122014,CD-11920,FUR-FU-10000672,12/30/2013,6,70.56,423.36
CA-2013-122014,CD-11920,OFF-AP-10001293,12/30/2013,2,81.96,163.92
CA-2011-123477,DW-13195,OFF-AP-10000692,1/19/2011,4,64.864,259.456
CA-2013-107790,EH-13990,TEC-PH-10004539,11/21/2013,1,151.192,151.192
CA-2014-158071,BD-11320,TEC-PH-10002923,6/11/2014,3,88.776,266.328
CA-2014-158071,BD-11320,OFF-LA-10004689,6/11/2014,4,11.56,46.24
CA-2014-158071,BD-11320,OFF-ST-10001228,6/11/2014,1,15.58,15.58
CA-2014-147403,KH-16630,OFF-PA-10003302,9/11/2014,3,85.056,255.168
US-2014-136721,NH-18610,FUR-FU-10004665,4/9/2014,2,273.96,547.92
US-2014-136721,NH-18610,FUR-FU-10004188,4/9/2014,3,306.9,920.7
CA-2012-118738,AG-10495,OFF-PA-10003177,10/24/2012,3,15.552,46.656
CA-2012-118738,AG-10495,FUR-TA-10002607,10/24/2012,7,347.361,2431.527
CA-2012-118738,AG-10495,OFF-PA-10001166,10/24/2012,2,10.368,20.736
CA-2014-134152,RP-19855,TEC-AC-10004510,5/28/2014,6,98.16,588.96
CA-2014-134152,RP-19855,OFF-AR-10004062,5/28/2014,3,31.44,94.32
CA-2011-125542,NB-18655,OFF-EN-10000056,12/5/2011,7,348.488,2439.416
CA-2011-125542,NB-18655,OFF-ST-10001469,12/5/2011,4,172.736,690.944
CA-2013-136021,JM-15580,OFF-PA-10000551,8/15/2013,3,15.54,46.62
CA-2013-136021,JM-15580,TEC-MA-10000423,8/15/2013,6,105.552,633.312
CA-2013-149195,DM-13525,OFF-PA-10001870,9/6/2013,5,25.92,129.6
CA-2013-149195,DM-13525,OFF-FA-10001843,9/6/2013,8,15.808,126.464
CA-2013-149195,DM-13525,OFF-PA-10002036,9/6/2013,2,10.368,20.736
CA-2014-161410,CC-12220,TEC-PH-10001760,6/27/2014,3,358.2,1074.6
CA-2014-161410,CC-12220,TEC-PH-10000673,6/27/2014,14,545.916,7642.824
CA-2014-152786,GA-14725,OFF-BI-10000829,3/13/2014,9,40.41,363.69
CA-2014-164707,CV-12805,TEC-PH-10001924,2/19/2014,3,167.976,503.928
CA-2014-164707,CV-12805,TEC-AC-10004864,2/19/2014,3,109.53,328.59
CA-2014-164707,CV-12805,OFF-LA-10004345,2/19/2014,2,9.82,19.64
CA-2014-163874,NC-18535,OFF-BI-10000088,11/11/2014,3,26.352,79.056
US-2011-123183,GR-14560,OFF-LA-10002787,11/19/2011,6,22.5,135
US-2011-123183,GR-14560,OFF-LA-10001569,11/19/2011,2,9.96,19.92
US-2011-123183,GR-14560,OFF-BI-10002429,11/19/2011,7,213.08,1491.56
US-2011-123183,GR-14560,FUR-BO-10000362,11/19/2011,6,1025.88,6155.28
CA-2011-104829,JG-15805,OFF-PA-10003016,11/18/2011,7,21.98,153.86
US-2013-147340,EB-13750,FUR-FU-10002501,9/25/2013,5,63.2,316
CA-2013-145492,MC-17605,OFF-AP-10003622,11/21/2013,12,39,468
CA-2013-163202,BM-11650,OFF-BI-10002764,9/28/2013,3,2.907,8.721
CA-2013-117681,HF-14995,FUR-BO-10001798,4/10/2013,5,556.665,2783.325
CA-2014-132262,ML-18265,TEC-AC-10000158,9/22/2014,2,71.98,143.96
CA-2014-132262,ML-18265,TEC-AC-10000303,9/22/2014,2,79.98,159.96
CA-2014-123043,AH-10195,OFF-BI-10003910,8/25/2014,4,24.672,98.688
CA-2014-123043,AH-10195,OFF-BI-10000138,8/25/2014,1,3.744,3.744
US-2013-143280,TZ-21580,TEC-PH-10002398,2/22/2013,5,445.96,2229.8
US-2013-143280,TZ-21580,TEC-AC-10003399,2/22/2013,1,36.24,36.24
US-2013-143280,TZ-21580,OFF-FA-10000992,2/22/2013,3,10.65,31.95
CA-2014-108854,DM-13345,OFF-PA-10003022,12/9/2014,4,87.92,351.68
CA-2014-108854,DM-13345,OFF-BI-10002854,12/9/2014,1,22.424,22.424
CA-2014-108854,DM-13345,OFF-BI-10001670,12/9/2014,3,90.48,271.44
CA-2014-108854,DM-13345,OFF-ST-10001837,12/9/2014,1,42.76,42.76
CA-2014-166856,TS-21505,OFF-BI-10002012,9/19/2014,7,10.08,70.56
CA-2014-166856,TS-21505,TEC-AC-10004992,9/19/2014,3,101.34,304.02
CA-2013-153157,TB-21625,TEC-PH-10003171,9/12/2013,5,224.75,1123.75
US-2014-125647,LC-16870,OFF-AP-10000390,9/24/2014,6,73.176,439.056
US-2014-125647,LC-16870,OFF-PA-10004888,9/24/2014,4,20.736,82.944
US-2014-125647,LC-16870,TEC-PH-10004188,9/24/2014,2,39.984,79.968
CA-2011-132542,AM-10360,OFF-BI-10004099,10/6/2011,2,15.36,30.72
CA-2012-110877,JE-15715,OFF-PA-10004621,10/23/2012,7,36.288,254.016
CA-2012-110877,JE-15715,TEC-PH-10002103,10/23/2012,2,150.384,300.768
US-2013-151827,CS-11950,TEC-PH-10002789,4/1/2013,3,280.782,842.346
US-2013-151827,CS-11950,TEC-AC-10003289,4/1/2013,2,31.984,63.968
US-2013-163258,PF-19225,OFF-BI-10000138,12/30/2013,3,11.232,33.696
CA-2014-103009,PJ-18835,OFF-PA-10001215,11/4/2014,5,26.4,132
US-2014-120649,JF-15490,OFF-AR-10001545,1/21/2014,2,3.52,7.04
CA-2013-153598,NM-18520,TEC-AC-10003870,12/4/2013,5,1649.95,8249.75
CA-2013-153598,NM-18520,FUR-FU-10001085,12/4/2013,6,111.9,671.4
US-2013-108497,MH-17290,FUR-BO-10004218,6/15/2013,5,599.165,2995.825
CA-2013-113096,SZ-20035,OFF-ST-10003455,9/3/2013,3,46.53,139.59
CA-2011-136861,PR-18880,FUR-FU-10001967,9/5/2011,2,31.984,63.968
CA-2014-117422,FC-14245,OFF-AP-10000938,10/22/2014,2,161.568,323.136
CA-2014-117422,FC-14245,OFF-PA-10002195,10/22/2014,1,4.064,4.064
CA-2014-117422,FC-14245,OFF-BI-10002799,10/22/2014,4,6.216,24.864
CA-2014-129707,LH-16750,OFF-AR-10000246,4/26/2014,4,8.896,35.584
CA-2012-160171,RM-19675,OFF-AP-10000275,10/19/2012,5,1640.7,8203.5
CA-2012-160171,RM-19675,TEC-AC-10000892,10/19/2012,3,270,810
CA-2011-103317,DM-13525,FUR-FU-10001591,7/5/2011,2,19.52,39.04
CA-2011-103317,DM-13525,OFF-BI-10001787,7/5/2011,5,9.81,49.05
CA-2011-103317,DM-13525,FUR-FU-10003192,7/5/2011,3,213.216,639.648
CA-2013-167115,EH-14185,OFF-BI-10004600,4/5/2013,2,588.784,1177.568
US-2014-153633,TC-21295,OFF-AR-10002335,11/14/2014,1,2.064,2.064
CA-2014-155929,AI-10855,OFF-PA-10000859,9/10/2014,2,6.368,12.736
CA-2012-148712,JM-15535,TEC-AC-10003198,4/17/2012,1,99.6,99.6
CA-2012-148712,JM-15535,OFF-BI-10001900,4/17/2012,13,62.296,809.848
CA-2012-148712,JM-15535,OFF-AR-10000614,4/17/2012,3,10.71,32.13
CA-2013-128307,BE-11335,OFF-EN-10003040,7/26/2013,1,20.936,20.936
US-2013-127425,DR-12880,TEC-PH-10003442,8/27/2013,6,33,198
US-2013-127425,DR-12880,TEC-AC-10002800,8/27/2013,5,249.95,1249.75
US-2011-119081,TA-21385,OFF-SU-10000157,9/12/2011,3,357.93,1073.79
US-2011-119081,TA-21385,TEC-AC-10001542,9/12/2011,5,57.4,287
US-2011-119081,TA-21385,OFF-BI-10004519,9/12/2011,2,331.96,663.92
US-2011-119081,TA-21385,FUR-FU-10003464,9/12/2011,2,40.56,81.12
CA-2013-140613,KN-16705,OFF-SU-10004261,7/23/2013,5,86.2,431
US-2014-108700,PJ-18835,OFF-PA-10004733,5/20/2014,6,38.016,228.096
CA-2014-160962,MC-17605,OFF-ST-10001325,4/29/2014,1,8.384,8.384
CA-2014-160962,MC-17605,OFF-AR-10003056,4/29/2014,2,6.848,13.696
CA-2014-130631,BS-11755,OFF-FA-10000089,12/30/2014,5,19.6,98
CA-2014-130631,BS-11755,FUR-FU-10004093,12/30/2014,2,68.46,136.92
CA-2014-116680,PK-19075,OFF-BI-10004022,9/5/2014,6,13.344,80.064
CA-2014-116680,PK-19075,FUR-TA-10001771,9/5/2014,8,1478.272,11826.176
US-2011-107405,TS-21205,OFF-ST-10002301,3/21/2011,1,16.272,16.272
CA-2014-101574,BD-11725,FUR-FU-10001706,9/29/2014,3,9.24,27.72
CA-2011-146591,TS-21340,OFF-BI-10003676,1/20/2011,10,32.34,323.4
CA-2011-146591,TS-21340,OFF-PA-10000659,1/20/2011,4,56.064,224.256
CA-2011-146591,TS-21340,OFF-EN-10002504,1/20/2011,5,108.72,543.6
CA-2011-146591,TS-21340,FUR-BO-10001972,1/20/2011,5,181.47,907.35
CA-2011-107706,ST-20530,OFF-PA-10000466,2/15/2011,3,16.176,48.528
CA-2013-122448,DB-13210,FUR-CH-10002774,6/10/2013,3,122.352,367.056
CA-2011-132451,KF-16285,FUR-CH-10000454,9/26/2011,3,585.552,1756.656
CA-2011-132451,KF-16285,OFF-PA-10004888,9/26/2011,3,19.44,58.32
CA-2013-158547,JM-16195,OFF-AP-10003842,5/31/2013,5,123.92,619.6
CA-2014-116946,TS-21505,FUR-FU-10000320,12/20/2014,5,13.36,66.8
CA-2014-116946,TS-21505,OFF-ST-10002554,12/20/2014,2,78.256,156.512
CA-2014-116946,TS-21505,FUR-BO-10000468,12/20/2014,7,102.018,714.126
CA-2014-121741,YC-21895,OFF-ST-10004459,12/27/2014,2,750.68,1501.36
CA-2014-169691,Dp-13240,OFF-LA-10002312,6/16/2014,3,44.4,133.2
CA-2014-169691,Dp-13240,OFF-ST-10001291,6/16/2014,5,84.55,422.75
CA-2014-169691,Dp-13240,OFF-PA-10003022,6/16/2014,3,17.94,53.82
CA-2013-121356,SJ-20500,OFF-BI-10002133,11/21/2013,3,128.4,385.2
CA-2011-101770,KB-16240,OFF-BI-10001097,3/31/2011,1,1.869,1.869
CA-2014-105487,CS-12250,TEC-PH-10001336,10/9/2014,1,103.192,103.192
CA-2014-105487,CS-12250,TEC-AC-10002305,10/9/2014,2,36,72
CA-2014-105487,CS-12250,TEC-AC-10003610,10/9/2014,4,239.96,959.84
CA-2014-105487,CS-12250,OFF-ST-10002301,10/9/2014,2,40.68,81.36
CA-2014-148999,EB-13870,FUR-CH-10002044,1/31/2014,4,419.136,1676.544
CA-2011-107573,PB-19150,OFF-EN-10001099,12/12/2011,3,23.472,70.416
CA-2012-156608,MT-18070,OFF-BI-10004140,10/24/2012,4,3.592,14.368
CA-2014-134495,BF-11020,TEC-PH-10004897,4/2/2014,3,23.976,71.928
CA-2014-134495,BF-11020,OFF-LA-10000262,4/2/2014,3,6.264,18.792
CA-2014-134495,BF-11020,OFF-AP-10002222,4/2/2014,3,20.808,62.424
CA-2014-134495,BF-11020,FUR-CH-10003774,4/2/2014,3,218.352,655.056
CA-2014-164098,CG-12520,OFF-ST-10000615,1/27/2014,2,18.16,36.32
CA-2011-105249,DH-13675,OFF-SU-10001225,11/28/2011,2,7.36,14.72
CA-2011-105249,DH-13675,OFF-LA-10002043,11/28/2011,4,41.4,165.6
CA-2011-105249,DH-13675,FUR-BO-10000330,11/28/2011,4,411.332,1645.328
CA-2012-113523,SC-20440,OFF-BI-10001249,9/4/2012,4,7.656,30.624
CA-2014-117821,HG-15025,TEC-AC-10004469,6/13/2014,2,63.92,127.84
CA-2014-164378,MM-18055,OFF-AR-10001177,7/16/2014,2,6.56,13.12
CA-2014-164378,MM-18055,OFF-LA-10000634,7/16/2014,3,7.83,23.49
CA-2014-164378,MM-18055,TEC-AC-10004708,7/16/2014,2,41.9,83.8
CA-2014-164378,MM-18055,FUR-CH-10002084,7/16/2014,6,664.146,3984.876
CA-2014-164378,MM-18055,OFF-PA-10004519,7/16/2014,2,8.96,17.92
CA-2014-127782,TH-21115,FUR-FU-10001847,11/3/2014,1,3.312,3.312
CA-2014-127782,TH-21115,OFF-AP-10001962,11/3/2014,3,20.136,60.408
CA-2014-127782,TH-21115,OFF-EN-10003845,11/3/2014,3,8.856,26.568
CA-2014-127782,TH-21115,TEC-PH-10001817,11/3/2014,4,859.2,3436.8
US-2013-162026,JE-15745,OFF-PA-10000167,10/9/2013,2,61.96,123.92
CA-2013-150000,PG-18820,OFF-EN-10002973,4/9/2013,4,17.92,71.68
CA-2012-168529,MB-17305,FUR-FU-10001588,10/8/2012,5,145.9,729.5
US-2014-152569,JD-16015,OFF-PA-10001736,5/16/2014,2,56.704,113.408
US-2014-152569,JD-16015,TEC-PH-10002185,5/16/2014,2,11.12,22.24
US-2011-137680,JH-15430,OFF-PA-10000174,2/25/2011,4,32.896,131.584
US-2011-137680,JH-15430,OFF-PA-10000069,2/25/2011,3,22.776,68.328
CA-2012-103177,EN-13780,TEC-PH-10001795,5/30/2012,3,239.97,719.91
CA-2012-103177,EN-13780,OFF-AP-10004540,5/30/2012,2,160.32,320.64
CA-2012-103177,EN-13780,TEC-PH-10001527,5/30/2012,3,128.85,386.55
US-2013-138408,KC-16255,TEC-AC-10003870,11/19/2013,4,1319.96,5279.84
CA-2014-117667,MS-17980,FUR-CH-10004540,12/5/2014,10,239.96,2399.6
