product_id,product_name,product_category,price
OFF-PA-10000418,Xerox 189,Office Supplies,314.55
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,4.91
OFF-LA-10004425,Staples,Office Supplies,5.78
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,107.94
OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,19.65
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,617.97
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,59.7
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,387.99
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,575.92
OFF-FA-10003495,Staples,Office Supplies,30.4
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,478.24
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,190.848
OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,5.484
OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,40.92
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,15.552
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,17.24
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Furniture,302.94
TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,34.75
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,113.94
TEC-PH-10002350,Apple EarPods with Remote and Mic,Technology,55.98
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,27.18
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,1805.88
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,70.95
OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,20
OFF-AR-10001770,Economy #2 Pencils,Office Supplies,7.98
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,24.1
OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,8.75
FUR-TA-10003392,Global Adaptabilities Conference Tables,Furniture,842.94
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,2.182
OFF-AR-10003217,Newell 316,Office Supplies,27.384
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,26.406
OFF-PA-10001972,Xerox 214,Office Supplies,10.368
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,23.68
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,109.95
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,965.85
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,29.2
OFF-PA-10002262,Xerox 192,Office Supplies,32.4
OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,78.35
OFF-PA-10003270,Xerox 1954,Office Supplies,31.68
OFF-BI-10001634,Wilson Jones Active Use Binders,Office Supplies,29.12
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,169.45
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,12.56
OFF-PA-10004355,Xerox 231,Office Supplies,6.48
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,186.69
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,25.4
OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,43.96
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,1279.165
OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Office Supplies,27.92
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,129.568
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,6.368
OFF-PA-10001878,Xerox 1891,Office Supplies,244.55
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,1332.496
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,32.776
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,147.184
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Technology,54.384
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,76.776
OFF-PA-10003022,Xerox 1992,Office Supplies,14.352
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,209.792
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,3.304
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,16.38
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,167.96
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,321.568
OFF-PA-10001972,Xerox 214,Office Supplies,12.96
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,128.058
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,63.686
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,239.976
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Furniture,344.22
OFF-PA-10002787,Xerox 227,Office Supplies,15.552
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,21.248
OFF-PA-10002606,Xerox 1928,Office Supplies,8.448
OFF-ST-10000129,Fellowes Recycled Storage Drawers,Office Supplies,333.09
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,248.98
OFF-PA-10004948,Xerox 190,Office Supplies,24.9
OFF-FA-10001561,Stockwell Push Pins,Office Supplies,15.26
OFF-AP-10002998,Holmes 99% HEPA Air Purifier,Office Supplies,43.32
OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,43.584
OFF-PA-10001725,Xerox 1892,Office Supplies,116.28
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,9.296
OFF-PA-10000477,Xerox 22,Office Supplies,19.44
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,314.55
OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,16.27
OFF-SU-10003567,Stiletto Hand Letter Openers,Office Supplies,69.12
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,4.47
FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,418.296
TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Technology,659.988
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,8.128
OFF-PA-10001972,Xerox 214,Office Supplies,36.288
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,909.72
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,917.9235
OFF-PA-10002036,Xerox 1930,Office Supplies,38.88
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,631.176
OFF-PA-10003309,Xerox 211,Office Supplies,12.96
OFF-PA-10002787,Xerox 227,Office Supplies,12.96
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,23.2
OFF-PA-10002005,Xerox 225,Office Supplies,25.92
OFF-FA-10002815,Staples,Office Supplies,21.312
TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,173.656
OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,361.96
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,62.85
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,818.376
OFF-ST-10002301,Tennsco Commercial Shelving,Office Supplies,20.34
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,23.99
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,171.288
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,37.3
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,81.96
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,54.792
OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,10.784
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,290.98
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,36.44
OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,21.4
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,48.664
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,16.56
OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,1347.52
TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,62.31
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,20.32
OFF-FA-10001229,Staples,Office Supplies,9.432
OFF-LA-10001569,Avery 499,Office Supplies,34.86
FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,89.34
TEC-PH-10004536,Avaya 5420 Digital phone,Technology,269.98
OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,99.9
FUR-FU-10004848,DAX Solid Wood Frames,Furniture,39.08
TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,Technology,116.832
OFF-BI-10002393,Binder Posts,Office Supplies,2.296
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,408.006
OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,40.44
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,122.352
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,15.28
OFF-PA-10001947,Xerox 1974,Office Supplies,11.96
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Furniture,15.84
OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,86.376
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,18.24
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,13.12
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,105.98
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,493.92
OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,5.936
OFF-EN-10004206,Multimedia Mailers,Office Supplies,325.86
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,383.607
TEC-PH-10003505,Geemarc AmpliPOWER60,Technology,148.48
TEC-PH-10000526,Vtech CS6719,Technology,537.544
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,1.928
OFF-AR-10003190,Newell 32,Office Supplies,6.912
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,7.76
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,659.168
OFF-LA-10003388,Avery 5,Office Supplies,5.76
FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,351.216
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,230.28
OFF-PA-10003657,Xerox 1927,Office Supplies,12.84
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,56.82
OFF-FA-10003112,Staples,Office Supplies,31.56
OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Office Supplies,27.92
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,8.559
OFF-EN-10004773,Staples,Office Supplies,49.568
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,127.869
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,271.44
TEC-PH-10000193,Jensen SMPS-640 - speaker phone,Technology,110.352
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Furniture,36.4
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,419.136
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,100.704
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,45.216
OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,28.782
OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,24.448
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,10.476
FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",Furniture,76.14
OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,21.24
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,127.96
TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,479.984
TEC-PH-10002103,Jabra SPEAK 410,Technology,657.93
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,33.48
OFF-AR-10003732,Newell 333,Office Supplies,13.9
OFF-ST-10000885,Fellowes Desktop Hanging File Manager,Office Supplies,26.86
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,9.584
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,113.1
OFF-PA-10002709,Xerox 1956,Office Supplies,65.78
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,239.7
FUR-FU-10003424,Nu-Dell Oak Frame,Furniture,25.632
OFF-LA-10003720,Avery 487,Office Supplies,23.616
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,8.26
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,76.58
OFF-AR-10003469,Nontoxic Chalk,Office Supplies,8.8
OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,590.352
OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,5.58
FUR-FU-10002508,Document Clip Frames,Furniture,25.02
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,452.55
OFF-SU-10000952,Fiskars Home & Office Scissors,Office Supplies,17.76
TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone,Technology,302.384
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,146.352
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,7.9
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,902.712
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,53.97
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,33.92
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,21.81
OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,91.6
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,150.98
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,137.25
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,11.52
OFF-PA-10003790,Xerox 1991,Office Supplies,18.272
OFF-PA-10003134,Xerox 1937,Office Supplies,153.728
OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,12.224
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,167.944
TEC-PH-10004093,Panasonic Kx-TS550,Technology,45.99
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,535.41
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,6.096
OFF-PA-10004255,Xerox 219,Office Supplies,45.36
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,47.12
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,31.36
OFF-AR-10000588,Newell 345,Office Supplies,47.616
OFF-PA-10002250,Things To Do Today Pad,Office Supplies,23.48
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,62.79
OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,28.44
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,134.376
TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,Technology,589.9
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,542.94
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,2879.952
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,90.48
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,77.55
OFF-SU-10001225,Staples,Office Supplies,8.832
OFF-PA-10000357,Xerox 1888,Office Supplies,177.536
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,258.48
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,14.136
OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,77.55
OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,24.88
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,140.75
OFF-ST-10004258,Portable Personal File Box,Office Supplies,36.63
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,17.14
OFF-LA-10001297,Avery 473,Office Supplies,51.75
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,123.96
FUR-BO-10003893,Sauder Camden County Collection Library,Furniture,586.398
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,80.98
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,242.94
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,123.92
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,12.39
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,47.3
TEC-CO-10001943,Canon PC-428 Personal Copier,Technology,1599.92
OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,11.09
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,3.168
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Furniture,579.136
OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,6.368
TEC-MA-10001972,Okidata C331dn Printer,Technology,558.4
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,145.764
OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,13.62
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,434.646
OFF-PA-10003228,Xerox 1917,Office Supplies,440.19
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,64.4
OFF-PA-10001878,Xerox 1891,Office Supplies,244.55
OFF-PA-10002923,Xerox 1942,Office Supplies,195.76
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,11.76
OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,166.45
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,2.88
OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,45.248
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,59.904
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,23.696
OFF-PA-10002230,Xerox 1897,Office Supplies,7.968
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,18.2
TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive,Technology,27.552
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,844.116
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,76.752
OFF-LA-10002787,Avery 480,Office Supplies,3
OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,7.506
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,16.56
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,79.92
TEC-AC-10002335,Logitech Media Keyboard K200,Technology,69.98
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,11.06
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,623.4648
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,772.68
OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,283.14
TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,635.96
TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,Technology,118.99
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,272.94
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,15.008
OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,33.088
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,80.98
TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,Technology,82.8
OFF-ST-10003221,Staples,Office Supplies,21.36
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,62.048
OFF-FA-10000936,Acco Hot Clips Clips to Go,Office Supplies,29.61
TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Technology,863.928
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,241.92
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,163.88
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,3.486
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,10.584
TEC-PH-10001305,Panasonic KX TS208W Corded phone,Technology,440.91
OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,5.715
FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,51.968
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,71.976
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,242.352
OFF-PA-10000357,Xerox 1888,Office Supplies,221.92
OFF-PA-10003270,Xerox 1954,Office Supplies,8.448
OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,29.52
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,302.94
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,142.36
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,546.66
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,212.13
OFF-AR-10003481,Newell 348,Office Supplies,5.248
OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,74.416
OFF-PA-10003657,Xerox 1927,Office Supplies,6.848
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,7.996
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,8.712
OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,65.17
OFF-LA-10002475,Avery 519,Office Supplies,14.62
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,173.24
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,895.92
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,130.71
OFF-AR-10000255,Newell 328,Office Supplies,11.68
TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,62.31
OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,0.852
OFF-PA-10000029,Xerox 224,Office Supplies,36.288
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,56.568
TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Technology,344.704
TEC-PH-10000441,VTech DS6151,Technology,201.584
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,521.96
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,8.22
OFF-PA-10004101,Xerox 1894,Office Supplies,45.36
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,947.17
OFF-PA-10000483,Xerox 19,Office Supplies,61.96
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,268.935
OFF-AR-10001166,Staples,Office Supplies,7.58
OFF-LA-10004345,Avery 493,Office Supplies,14.73
OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,9.888
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,671.544
OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,1117.92
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,275.952
OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,123.144
TEC-AC-10000487,SanDisk Cruzer 4 GB USB Flash Drive,Technology,15.576
OFF-PA-10001736,Xerox 1880,Office Supplies,212.64
OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,9.87
TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,53.25
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,19.92
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,658.746
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,8.26
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,29.84
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Technology,67.98
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,61.06
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,35.544
OFF-LA-10004853,Avery 483,Office Supplies,9.96
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,9.21
OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,27.93
